TRINITY_DN137_c0_g1_i1 sp|Q03567|SL172_CAEEL
TRINITY_DN86450_c3_g3_i4 sp|P28573|SC6A7_RAT
TRINITY_DN86441_c4_g1_i7 sp|Q7TM99|MOT9_MOUSE
TRINITY_DN86448_c3_g1_i1 sp|Q6ZPR5|NSMA3_MOUSE
TRINITY_DN86464_c3_g1_i5 sp|O00471|EXOC5_HUMAN
TRINITY_DN86453_c3_g1_i1 sp|Q8IZU9|KIRR3_HUMAN
TRINITY_DN86447_c3_g1_i1 sp|O02695|PTPR2_MACNE
TRINITY_DN86470_c3_g1_i1 sp|Q64417|CP3AE_CAVPO
TRINITY_DN86470_c4_g2_i1 sp|P04800|CP3A1_RAT
TRINITY_DN86470_c4_g3_i1 sp|O70537|CP3AV_MESAU
TRINITY_DN86442_c3_g1_i1 sp|B9EJ86|OSBL8_MOUSE
TRINITY_DN86462_c4_g2_i3 sp|Q3UMC0|SPAT5_MOUSE
TRINITY_DN86469_c2_g1_i1 sp|Q8N7N5|DCAF8_MOUSE
TRINITY_DN86460_c4_g2_i2 sp|Q9P6R1|VRP1_SCHPO
TRINITY_DN86458_c2_g1_i1 sp|Q640Q5|PAN3_MOUSE
TRINITY_DN86472_c2_g1_i1 sp|Q9VVE2|ROGDI_DROME
TRINITY_DN86456_c1_g1_i1 sp|Q62921|HOIL1_RAT
TRINITY_DN86459_c1_g1_i4 sp|P42337|PK3CA_MOUSE
TRINITY_DN86444_c1_g1_i1 sp|Q93075|TATD2_HUMAN
TRINITY_DN86474_c2_g1_i2 sp|Q6P2E9|EDC4_HUMAN
TRINITY_DN86461_c2_g1_i5 sp|P70191|TRAF5_MOUSE
TRINITY_DN86473_c3_g1_i5 sp|Q20930|MIG17_CAEEL
TRINITY_DN86467_c2_g1_i2 sp|Q68DK2|ZFY26_HUMAN
TRINITY_DN86477_c6_g3_i12 sp|Q9UKK9|NUDT5_HUMAN
TRINITY_DN86480_c4_g2_i4 sp|Q15399|TLR1_HUMAN
TRINITY_DN86486_c1_g1_i3 sp|O14788|TNF11_HUMAN
TRINITY_DN86455_c0_g1_i1 sp|Q8CFH6|SIK2_MOUSE
TRINITY_DN86484_c1_g2_i2 sp|P31401|VATB_MANSE
TRINITY_DN86463_c2_g1_i4 sp|Q8TE60|ATS18_HUMAN
TRINITY_DN86466_c1_g1_i2 sp|Q2QI47|USH2A_MOUSE
TRINITY_DN86493_c3_g2_i2 sp|Q9SZJ2|GRDP2_ARATH
TRINITY_DN86489_c1_g1_i2 sp|O96790|DPGN_DIPMA
TRINITY_DN86489_c2_g1_i3 sp|Q8VCB2|MED25_MOUSE
TRINITY_DN86495_c2_g2_i1 sp|A4FUD6|ELMO2_BOVIN
TRINITY_DN86495_c2_g3_i1 sp|Q92556|ELMO1_HUMAN
TRINITY_DN86471_c1_g1_i4 sp|O60494|CUBN_HUMAN
TRINITY_DN86468_c2_g1_i1 sp|P22897|MRC1_HUMAN
TRINITY_DN86496_c4_g3_i1 sp|Q7T105|MIER1_XENLA
TRINITY_DN86499_c2_g3_i3 sp|A6NE52|WDR97_HUMAN
TRINITY_DN86487_c2_g1_i2 sp|P98154|IDD_MOUSE
TRINITY_DN86536_c2_g1_i1 sp|P02463|CO4A1_MOUSE
TRINITY_DN86536_c2_g2_i2 sp|P39060|COIA1_HUMAN
TRINITY_DN86586_c3_g2_i1 sp|Q8VBW5|BBX_MOUSE
TRINITY_DN86546_c3_g1_i10 sp|B5X3C1|GALC_SALSA
TRINITY_DN86546_c3_g2_i1 sp|P54818|GALC_MOUSE
TRINITY_DN86508_c3_g2_i3 sp|Q5XIH4|LIAS_RAT
TRINITY_DN86537_c1_g1_i3 sp|Q0EEE2|PTHD3_MOUSE
TRINITY_DN86524_c1_g1_i4 sp|Q9CWL2|CASZ1_MOUSE
TRINITY_DN86506_c3_g1_i8 sp|B2RTY4|MYO9A_HUMAN
TRINITY_DN86530_c2_g1_i2 sp|I3LM39|CGAS_PIG
TRINITY_DN86595_c2_g2_i1 sp|Q91924|SNAI2_XENLA
TRINITY_DN86595_c2_g1_i5 sp|Q8TD17|ZN398_HUMAN
TRINITY_DN86516_c3_g1_i1 sp|Q8HZ57|CCHCR_PANPA
TRINITY_DN86516_c3_g2_i4 sp|Q8K2I2|CCHCR_MOUSE
TRINITY_DN86507_c2_g1_i2 sp|Q99315|YG31B_YEAST
TRINITY_DN86520_c5_g2_i2 sp|Q9D2I5|ARMC9_MOUSE
TRINITY_DN86520_c5_g3_i1 sp|Q5U245|ARMC9_XENLA
TRINITY_DN86517_c3_g2_i1 sp|Q5XI14|MCMD2_RAT
TRINITY_DN86517_c3_g1_i7 sp|Q4G0Z9|MCMD2_HUMAN
TRINITY_DN86519_c3_g1_i2 sp|Q01484|ANK2_HUMAN
TRINITY_DN86519_c3_g2_i6 sp|Q01484|ANK2_HUMAN
TRINITY_DN86519_c3_g4_i1 sp|Q02357|ANK1_MOUSE
TRINITY_DN86501_c3_g1_i4 sp|O43451|MGA_HUMAN
TRINITY_DN86521_c0_g1_i4 sp|P40854|MSOX_STRSB
TRINITY_DN86521_c1_g1_i2 sp|Q8IYB1|M21D2_HUMAN
TRINITY_DN86526_c3_g2_i1 sp|Q62318|TIF1B_MOUSE
TRINITY_DN86526_c3_g3_i1 sp|Q62318|TIF1B_MOUSE
TRINITY_DN86512_c4_g2_i1 sp|Q803R5|CMTR1_DANRE
TRINITY_DN86512_c4_g3_i2 sp|Q803R5|CMTR1_DANRE
TRINITY_DN86525_c1_g2_i1 sp|P11438|LAMP1_MOUSE
TRINITY_DN86525_c1_g1_i2 sp|P05300|LAMP1_CHICK
TRINITY_DN86509_c3_g2_i4 sp|P52633|STAT6_MOUSE
TRINITY_DN86598_c3_g3_i1 sp|Q9U3V5|TIPT_DROME
TRINITY_DN86504_c2_g1_i4 sp|A6QLT2|MTMR2_BOVIN
TRINITY_DN86511_c3_g1_i7 sp|E9PY46|IF140_MOUSE
TRINITY_DN86539_c2_g4_i1 sp|Q3TUH1|TAM41_MOUSE
TRINITY_DN86539_c2_g1_i9 sp|Q3B7H2|TAM41_DANRE
TRINITY_DN86515_c2_g1_i4 sp|Q8R418|DICER_MOUSE
TRINITY_DN86535_c4_g2_i5 sp|Q640K3|NCKP1_XENLA
TRINITY_DN86529_c2_g2_i1 sp|Q6NZN0|RBM26_MOUSE
TRINITY_DN86522_c1_g1_i5 sp|Q96GQ7|DDX27_HUMAN
TRINITY_DN86527_c3_g1_i9 sp|Q6R7G0|Y068_OSHVF
TRINITY_DN86533_c2_g2_i4 sp|Q5TAP6|UT14C_HUMAN
TRINITY_DN86590_c1_g1_i1 sp|Q80UP3|DGKZ_MOUSE
TRINITY_DN86542_c3_g1_i3 sp|Q2TAD9|CYR1B_XENLA
TRINITY_DN86550_c3_g2_i2 sp|Q5XIS7|UBAP1_RAT
TRINITY_DN86534_c0_g1_i8 sp|A4QP81|FRRS1_DANRE
TRINITY_DN86534_c1_g1_i1 sp|Q6INU7|FRRS1_XENLA
TRINITY_DN86549_c1_g1_i1 sp|Q8CGC7|SYEP_MOUSE
TRINITY_DN86549_c1_g2_i1 sp|P07814|SYEP_HUMAN
TRINITY_DN86558_c2_g1_i1 sp|Q6P9H5|GIMA6_HUMAN
TRINITY_DN86543_c2_g2_i2 sp|Q641F3|COLA1_XENLA
TRINITY_DN86545_c0_g2_i1 sp|Q80XI3|IF4G3_MOUSE
TRINITY_DN86561_c1_g2_i3 sp|A5HNF6|MYD88_CHICK
TRINITY_DN86561_c2_g1_i3 sp|Q51330|OXLT_OXAFO
TRINITY_DN86532_c5_g1_i2 sp|Q8BP86|SNPC4_MOUSE
TRINITY_DN86559_c3_g2_i4 sp|Q8NI08|NCOA7_HUMAN
TRINITY_DN86559_c3_g1_i2 sp|B4F6Q9|OXR1_XENLA
TRINITY_DN86565_c4_g1_i1 sp|Q5BKF8|CCNL2_XENTR
TRINITY_DN86556_c4_g1_i4 sp|Q9H0J9|PAR12_HUMAN
TRINITY_DN86548_c3_g1_i4 sp|Q2KIL5|PDIA5_BOVIN
TRINITY_DN86557_c3_g1_i7 sp|Q15399|TLR1_HUMAN
TRINITY_DN86562_c3_g1_i2 sp|Q9Z2V5|HDAC6_MOUSE
TRINITY_DN86573_c5_g1_i1 sp|Q9MYM7|B3GT1_PONPY
TRINITY_DN86551_c3_g2_i1 sp|P12111|CO6A3_HUMAN
TRINITY_DN86571_c1_g2_i2 sp|Q920A5|RISC_MOUSE
TRINITY_DN86571_c1_g1_i8 sp|Q920A6|RISC_RAT
TRINITY_DN86538_c1_g1_i1 sp|Q9HC56|PCDH9_HUMAN
TRINITY_DN86570_c3_g2_i1 sp|Q13625|ASPP2_HUMAN
TRINITY_DN86570_c3_g1_i2 sp|Q62415|ASPP1_MOUSE
TRINITY_DN86579_c3_g1_i4 sp|P43689|TPM2_BIOGL
TRINITY_DN86580_c3_g3_i1 sp|P0C152|MKS3_RAT
TRINITY_DN86580_c3_g2_i6 sp|Q8BR76|MKS3_MOUSE
TRINITY_DN86580_c3_g4_i1 sp|Q5HYA8|MKS3_HUMAN
TRINITY_DN86560_c2_g1_i3 sp|Q8WWQ0|PHIP_HUMAN
TRINITY_DN86567_c1_g1_i1 sp|Q8IWV8|UBR2_HUMAN
TRINITY_DN86576_c4_g1_i3 sp|Q9VM35|U2QL1_DROME
TRINITY_DN86591_c3_g1_i2 sp|Q9HF56|CDC42_ASHGO
TRINITY_DN86589_c4_g4_i4 sp|H2A0L8|FND2_PINMG
TRINITY_DN86584_c5_g1_i6 sp|Q62445|SP4_MOUSE
TRINITY_DN86574_c2_g1_i1 sp|Q4R764|SYCP3_MACFA
TRINITY_DN86572_c2_g1_i9 sp|Q8VID5|RECQ5_MOUSE
TRINITY_DN86578_c1_g1_i5 sp|Q64430|ATP7A_MOUSE
TRINITY_DN86581_c2_g1_i1 sp|Q6P5D8|SMHD1_MOUSE
TRINITY_DN86592_c2_g2_i2 sp|Q61043|NIN_MOUSE
TRINITY_DN86592_c2_g4_i2 sp|Q9Y2I6|NINL_HUMAN
TRINITY_DN86575_c2_g1_i1 sp|P70388|RAD50_MOUSE
TRINITY_DN86597_c2_g1_i1 sp|Q7ZY86|TM168_XENLA
TRINITY_DN86597_c2_g2_i1 sp|Q1LUD1|T168A_DANRE
TRINITY_DN86555_c2_g1_i7 sp|F1R5H6|BRD4_DANRE
TRINITY_DN86577_c1_g1_i8 sp|O95394|AGM1_HUMAN
TRINITY_DN86593_c1_g2_i1 sp|A1XQX0|NR1AA_DANRE
TRINITY_DN86596_c3_g1_i3 sp|Q9I7U4|TITIN_DROME
TRINITY_DN86638_c3_g2_i1 sp|Q9ESK9|RBCC1_MOUSE
TRINITY_DN86638_c3_g1_i2 sp|Q9ESK9|RBCC1_MOUSE
TRINITY_DN86629_c1_g1_i3 sp|P78318|IGBP1_HUMAN
TRINITY_DN86629_c1_g2_i4 sp|P78318|IGBP1_HUMAN
TRINITY_DN86691_c1_g1_i1 sp|Q8HZK2|DUOX2_PIG
TRINITY_DN86605_c4_g1_i2 sp|Q92797|SYMPK_HUMAN
TRINITY_DN86605_c4_g2_i1 sp|Q92797|SYMPK_HUMAN
TRINITY_DN86605_c4_g3_i2 sp|Q80X82|SYMPK_MOUSE
TRINITY_DN86649_c2_g3_i1 sp|Q9BEB0|GSTM2_MACFU
TRINITY_DN86649_c2_g1_i8 sp|Q00285|GSTMU_CRILO
TRINITY_DN86607_c0_g1_i2 sp|G5ED84|KLHL8_CAEEL
TRINITY_DN86607_c1_g1_i1 sp|Q9HAH1|ZN556_HUMAN
TRINITY_DN86613_c2_g1_i4 sp|Q9Y253|POLH_HUMAN
TRINITY_DN86608_c4_g1_i4 sp|Q68FU8|SUGP1_RAT
TRINITY_DN86697_c2_g1_i1 sp|Q6PDJ1|CAHD1_MOUSE
TRINITY_DN86609_c2_g1_i1 sp|B6ZLK2|CHD1_CHICK
TRINITY_DN86609_c2_g2_i2 sp|P40201|CHD1_MOUSE
TRINITY_DN86647_c3_g1_i1 sp|O70157|TOP3A_MOUSE
TRINITY_DN86618_c4_g3_i4 sp|P08548|LIN1_NYCCO
TRINITY_DN86619_c2_g3_i2 sp|P14381|YTX2_XENLA
TRINITY_DN86619_c2_g7_i1 sp|P11369|LORF2_MOUSE
TRINITY_DN86620_c2_g1_i3 sp|P12794|BIP_PLAFA
TRINITY_DN86620_c2_g2_i6 sp|Q9JI92|SDCB1_RAT
TRINITY_DN86604_c2_g2_i5 sp|P31646|S6A13_RAT
TRINITY_DN86602_c4_g1_i1 sp|P51954|NEK1_MOUSE
TRINITY_DN86642_c1_g1_i1 sp|Q5R6T6|WDR91_PONAB
TRINITY_DN86624_c3_g1_i2 sp|O14981|BTAF1_HUMAN
TRINITY_DN86611_c1_g1_i1 sp|O88508|DNM3A_MOUSE
TRINITY_DN86612_c5_g1_i6 sp|Q5ZMP6|AP2M1_CHICK
TRINITY_DN86623_c2_g1_i7 sp|Q14677|EPN4_HUMAN
TRINITY_DN86616_c2_g1_i4 sp|Q5JTN6|WDR38_HUMAN
TRINITY_DN86622_c4_g1_i1 sp|Q8K2P6|RFESD_MOUSE
TRINITY_DN86614_c1_g1_i7 sp|P40692|MLH1_HUMAN
TRINITY_DN86626_c4_g1_i8 sp|D3YXG0|HMCN1_MOUSE
TRINITY_DN86621_c5_g1_i5 sp|Q8WV16|DCAF4_HUMAN
TRINITY_DN86635_c2_g1_i1 sp|Q9D9T0|DYDC1_MOUSE
TRINITY_DN86635_c2_g2_i4 sp|Q7ZT11|ANKR1_CHICK
TRINITY_DN86635_c2_g4_i3 sp|Q4UMH6|Y381_RICFE
TRINITY_DN86628_c4_g2_i5 sp|O62698|PGH2_BOVIN
TRINITY_DN86639_c1_g2_i6 sp|A2ASS6|TITIN_MOUSE
TRINITY_DN86633_c3_g1_i1 sp|P70398|USP9X_MOUSE
TRINITY_DN86633_c3_g2_i1 sp|Q93008|USP9X_HUMAN
TRINITY_DN86636_c2_g1_i5 sp|Q3ZC82|ZC3HE_BOVIN
TRINITY_DN86636_c2_g2_i2 sp|Q5TYQ8|ZC3HE_DANRE
TRINITY_DN86617_c2_g1_i2 sp|Q5T1M5|FKB15_HUMAN
TRINITY_DN86631_c0_g1_i4 sp|Q54TA1|DRKC_DICDI
TRINITY_DN86634_c1_g1_i1 sp|Q3SWX0|NIPA2_BOVIN
TRINITY_DN86630_c3_g2_i7 sp|Q9BYK8|HELZ2_HUMAN
TRINITY_DN86661_c1_g1_i3 sp|Q24799|MYPH_ECHGR
TRINITY_DN86661_c2_g1_i1 sp|Q8N0N3|BGBP_PENMO
TRINITY_DN86656_c3_g1_i1 sp|Q8CI17|MB213_MOUSE
TRINITY_DN86650_c2_g1_i1 sp|P79134|ANXA6_BOVIN
TRINITY_DN86643_c0_g1_i1 sp|F8WLE0|KIF28_RAT
TRINITY_DN86643_c1_g1_i4 sp|Q6NZF1|ZC11A_MOUSE
TRINITY_DN86644_c0_g1_i2 sp|Q4SSF5|LTOR3_TETNG
TRINITY_DN86653_c3_g1_i4 sp|Q5AIR7|ENG1_CANAL
TRINITY_DN86646_c3_g1_i2 sp|Q13416|ORC2_HUMAN
TRINITY_DN86651_c2_g1_i1 sp|O43933|PEX1_HUMAN
TRINITY_DN86654_c4_g1_i3 sp|Q5RHR6|BROMI_DANRE
TRINITY_DN86654_c4_g2_i4 sp|Q3URV1|BROMI_MOUSE
TRINITY_DN86652_c4_g1_i10 sp|P49013|FBP3_STRPU
TRINITY_DN86663_c2_g2_i2 sp|Q5F499|OPA1_CHICK
TRINITY_DN86663_c2_g4_i1 sp|Q5U3A7|OPA1_DANRE
TRINITY_DN86610_c3_g1_i8 sp|Q69ZS8|KAZRN_MOUSE
TRINITY_DN86657_c1_g1_i7 sp|Q4R8E0|E2AK1_MACFA
TRINITY_DN86674_c2_g1_i5 sp|Q15542|TAF5_HUMAN
TRINITY_DN86648_c0_g1_i3 sp|E9Q784|ZC3HD_MOUSE
TRINITY_DN86676_c4_g3_i1 sp|P41148|ENPL_CANLF
TRINITY_DN86659_c3_g1_i5 sp|Q5R4M2|ULK4_PONAB
TRINITY_DN86658_c2_g1_i1 sp|Q7Z6Z7|HUWE1_HUMAN
TRINITY_DN86666_c1_g1_i11 sp|Q8IV61|GRP3_HUMAN
TRINITY_DN86662_c2_g1_i3 sp|Q96LK0|CEP19_HUMAN
TRINITY_DN86670_c4_g1_i4 sp|O43592|XPOT_HUMAN
TRINITY_DN86679_c4_g1_i3 sp|Q75N62|GIMA8_MOUSE
TRINITY_DN86675_c4_g1_i1 sp|Q9W4E2|NBEA_DROME
TRINITY_DN86675_c4_g2_i1 sp|Q8NFP9|NBEA_HUMAN
TRINITY_DN86667_c3_g3_i4 sp|Q56A55|ABCB8_DANRE
TRINITY_DN86681_c5_g1_i3 sp|O15360|FANCA_HUMAN
TRINITY_DN86686_c0_g1_i1 sp|Q6AW46|EST5A_MOUSE
TRINITY_DN86686_c0_g3_i1 sp|Q04791|SASB_ANAPL
TRINITY_DN86686_c0_g2_i2 sp|O46421|EST1_MACFA
TRINITY_DN86686_c1_g1_i2 sp|Q99N01|SO4A1_RAT
TRINITY_DN86669_c3_g1_i2 sp|Q91W43|GCSP_MOUSE
TRINITY_DN86687_c0_g1_i1 sp|P10076|ZFP26_MOUSE
TRINITY_DN86673_c1_g1_i1 sp|Q99J23|GHDC_MOUSE
TRINITY_DN86685_c2_g2_i3 sp|O75131|CPNE3_HUMAN
TRINITY_DN86699_c4_g2_i1 sp|P97302|BACH1_MOUSE
TRINITY_DN86688_c1_g1_i1 sp|P16086|SPTN1_RAT
TRINITY_DN86696_c3_g2_i3 sp|O43345|ZN208_HUMAN
TRINITY_DN86700_c0_g1_i1 sp|Q69ZR2|HECD1_MOUSE
TRINITY_DN86695_c5_g1_i5 sp|Q8K0U4|HS12A_MOUSE
TRINITY_DN86766_c0_g1_i9 sp|B0WGM1|EFGM_CULQU
TRINITY_DN86784_c3_g1_i1 sp|Q8BFY9|TNPO1_MOUSE
TRINITY_DN86725_c3_g1_i8 sp|O94812|BAIP3_HUMAN
TRINITY_DN86785_c2_g1_i1 sp|Q8R3I2|MBOA2_MOUSE
TRINITY_DN86703_c2_g2_i1 sp|Q5R7J9|IF4G2_PONAB
TRINITY_DN86747_c2_g2_i1 sp|O94915|FRYL_HUMAN
TRINITY_DN86747_c2_g1_i4 sp|E9Q8I9|FRY_MOUSE
TRINITY_DN86715_c3_g1_i2 sp|Q4V786|NFIP1_XENTR
TRINITY_DN86712_c2_g1_i11 sp|P08548|LIN1_NYCCO
TRINITY_DN86705_c5_g1_i2 sp|Q5RB68|IF2B2_PONAB
TRINITY_DN86714_c0_g1_i1 sp|Q00651|ITA4_MOUSE
TRINITY_DN86794_c3_g1_i6 sp|Q90XD2|SPEB_CHICK
TRINITY_DN86717_c2_g1_i2 sp|Q9JLQ2|GIT2_MOUSE
TRINITY_DN86701_c7_g1_i3 sp|Q8K0U4|HS12A_MOUSE
TRINITY_DN86716_c5_g1_i4 sp|P82251|BAT1_HUMAN
TRINITY_DN86706_c1_g2_i6 sp|Q9Z2V5|HDAC6_MOUSE
TRINITY_DN86708_c2_g1_i2 sp|Q2TAF4|INT6A_XENLA
TRINITY_DN86727_c1_g4_i1 sp|B1AQJ2|UBP36_MOUSE
TRINITY_DN86707_c4_g1_i7 sp|Q54CH1|ADCA_DICDI
TRINITY_DN86728_c1_g2_i3 sp|P42577|FRIS_LYMST
TRINITY_DN86722_c0_g1_i1 sp|A2VE01|CLP1_BOVIN
TRINITY_DN86718_c3_g1_i1 sp|O75400|PR40A_HUMAN
TRINITY_DN86718_c3_g2_i2 sp|O75400|PR40A_HUMAN
TRINITY_DN86729_c6_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN86726_c1_g1_i3 sp|Q29RZ4|ZNF2_BOVIN
TRINITY_DN86733_c6_g2_i1 sp|Q9H2U1|DHX36_HUMAN
TRINITY_DN86733_c6_g3_i3 sp|Q8VHK9|DHX36_MOUSE
TRINITY_DN86713_c2_g1_i8 sp|Q9V9A8|PHTF_DROME
TRINITY_DN86730_c4_g1_i4 sp|Q13435|SF3B2_HUMAN
TRINITY_DN86734_c3_g2_i1 sp|Q14687|GSE1_HUMAN
TRINITY_DN86719_c2_g1_i2 sp|Q99JP0|M4K3_MOUSE
TRINITY_DN86731_c1_g1_i2 sp|A4D2P6|GRD2I_HUMAN
TRINITY_DN86745_c4_g1_i3 sp|Q5VV43|K0319_HUMAN
TRINITY_DN86745_c5_g1_i2 sp|Q8K135|K319L_MOUSE
TRINITY_DN86745_c6_g1_i1 sp|Q8IZA0|K319L_HUMAN
TRINITY_DN86721_c1_g1_i1 sp|Q8JZP9|GA2L1_MOUSE
TRINITY_DN86735_c3_g1_i1 sp|A9JTP3|BIRC7_XENTR
TRINITY_DN86744_c2_g1_i1 sp|O75808|CAN15_HUMAN
TRINITY_DN86757_c4_g2_i1 sp|A0JMP0|PGGHG_DANRE
TRINITY_DN86757_c4_g4_i1 sp|Q8BP56|PGGHG_MOUSE
TRINITY_DN86738_c4_g1_i7 sp|Q9DBU0|TM9S1_MOUSE
TRINITY_DN86759_c1_g3_i1 sp|P10076|ZFP26_MOUSE
TRINITY_DN86752_c3_g2_i1 sp|Q80U56|AVL9_MOUSE
TRINITY_DN86749_c1_g1_i4 sp|Q8CHR6|DPYD_MOUSE
TRINITY_DN86720_c1_g1_i6 sp|Q6IRN2|QKIB_XENLA
TRINITY_DN86758_c6_g1_i5 sp|Q503Q1|MIEAP_DANRE
TRINITY_DN86761_c2_g1_i8 sp|Q5XI52|VEZA_RAT
TRINITY_DN86756_c6_g2_i3 sp|Q5ZIF1|APMAP_CHICK
TRINITY_DN86772_c2_g1_i1 sp|Q9U1M8|MYOI_DICDI
TRINITY_DN86772_c3_g1_i2 sp|Q8WXR4|MYO3B_HUMAN
TRINITY_DN86772_c3_g2_i4 sp|Q56A36|HSH2D_DANRE
TRINITY_DN86773_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN86732_c4_g1_i1 sp|Q6GLQ4|PP1RA_XENLA
TRINITY_DN86748_c1_g1_i1 sp|E9Q7E2|ARID2_MOUSE
TRINITY_DN86763_c3_g1_i5 sp|Q3T0R7|THIM_BOVIN
TRINITY_DN86753_c3_g1_i4 sp|Q9Y2I1|NISCH_HUMAN
TRINITY_DN86775_c2_g1_i2 sp|Q8BIA3|MKX_MOUSE
TRINITY_DN86770_c2_g1_i11 sp|Q6TLE6|CRCM1_DANRE
TRINITY_DN86778_c0_g1_i1 sp|Q9UBY8|CLN8_HUMAN
TRINITY_DN86760_c2_g1_i4 sp|Q9H2D6|TARA_HUMAN
TRINITY_DN86782_c1_g2_i1 sp|Q5XWD5|IF_CANLF
TRINITY_DN86754_c3_g1_i3 sp|Q8CIY2|DUOX1_RAT
TRINITY_DN86765_c1_g1_i3 sp|P25323|MYLKA_DICDI
TRINITY_DN86764_c1_g1_i2 sp|Q8IMC6|ASATR_DROME
TRINITY_DN86789_c8_g3_i4 sp|Q9NBX4|RTXE_DROME
TRINITY_DN86780_c1_g1_i4 sp|Q13615|MTMR3_HUMAN
TRINITY_DN86787_c2_g2_i6 sp|Q12923|PTN13_HUMAN
TRINITY_DN86787_c2_g1_i3 sp|Q6Q899|DDX58_MOUSE
TRINITY_DN86781_c4_g2_i5 sp|Q96QE2|MYCT_HUMAN
TRINITY_DN86793_c2_g1_i4 sp|O75312|ZPR1_HUMAN
TRINITY_DN86793_c2_g2_i3 sp|Q62384|ZPR1_MOUSE
TRINITY_DN86792_c4_g1_i5 sp|Q8VEB2|SAV1_MOUSE
TRINITY_DN86777_c3_g1_i1 sp|Q7YR39|DHX16_PANTR
TRINITY_DN86779_c4_g1_i7 sp|Q09624|PKD1_CAEEL
TRINITY_DN86776_c4_g1_i3 sp|O50655|XERD_SELRU
TRINITY_DN86791_c4_g3_i1 sp|Q3TXS7|PSMD1_MOUSE
TRINITY_DN86788_c3_g1_i4 sp|Q9BX63|FANCJ_HUMAN
TRINITY_DN86800_c4_g1_i3 sp|Q9C0B7|TNG6_HUMAN
TRINITY_DN86800_c4_g3_i1 sp|Q8C3S2|TNG6_MOUSE
TRINITY_DN86795_c3_g1_i4 sp|Q5FWI3|TMEM2_MOUSE
TRINITY_DN86797_c4_g1_i2 sp|Q6WYY1|PC11X_PANPA
TRINITY_DN86798_c4_g1_i4 sp|P45985|MP2K4_HUMAN
TRINITY_DN86826_c3_g1_i1 sp|Q8BI22|CE128_MOUSE
TRINITY_DN86850_c3_g1_i4 sp|Q4VC17|ATS18_MOUSE
TRINITY_DN86850_c3_g3_i1 sp|Q20930|MIG17_CAEEL
TRINITY_DN86802_c3_g1_i2 sp|Q8BSK8|KS6B1_MOUSE
TRINITY_DN86805_c2_g2_i8 sp|B3GNI6|SEP11_RAT
TRINITY_DN86898_c2_g1_i1 sp|Q9VL06|UFD4_DROME
TRINITY_DN86897_c1_g1_i3 sp|Q47944|SDH_GLUOY
TRINITY_DN86804_c3_g2_i1 sp|Q17LW0|MYO7A_AEDAE
TRINITY_DN86804_c3_g1_i3 sp|Q29P71|MYO7A_DROPS
TRINITY_DN86814_c3_g2_i2 sp|Q3TXX3|ZFY27_MOUSE
TRINITY_DN86811_c1_g1_i2 sp|Q6DDL7|UN93A_XENLA
TRINITY_DN86811_c2_g1_i4 sp|Q8BKE6|CP20A_MOUSE
TRINITY_DN86817_c3_g1_i3 sp|Q66H15|RMD3_RAT
TRINITY_DN86821_c2_g1_i7 sp|Q6ZM28|HRG1B_DANRE
TRINITY_DN86838_c0_g1_i1 sp|Q3UGY8|BIG3_MOUSE
TRINITY_DN86822_c4_g2_i3 sp|Q640K1|NCDN_XENLA
TRINITY_DN86822_c4_g1_i5 sp|Q9VI25|NCDN_DROME
TRINITY_DN86888_c3_g2_i5 sp|Q8IYF3|TEX11_HUMAN
TRINITY_DN86829_c2_g1_i1 sp|Q5R9A7|GP155_PONAB
TRINITY_DN86829_c2_g2_i1 sp|Q5R9A7|GP155_PONAB
TRINITY_DN86824_c0_g1_i3 sp|Q3SZR9|TSN3_BOVIN
TRINITY_DN86801_c4_g1_i2 sp|O75179|ANR17_HUMAN
TRINITY_DN86807_c1_g1_i7 sp|Q9QYP2|CELR2_RAT
TRINITY_DN86816_c3_g1_i1 sp|P34284|YKK7_CAEEL
TRINITY_DN86832_c3_g1_i2 sp|A4IFC4|SH3L2_BOVIN
TRINITY_DN86828_c4_g2_i4 sp|Q9UKV3|ACINU_HUMAN
TRINITY_DN86818_c1_g1_i2 sp|F1Q4S1|ATP9B_DANRE
TRINITY_DN86834_c1_g5_i1 sp|Q6VVW9|CP2R1_MOUSE
TRINITY_DN86834_c2_g1_i4 sp|P20678|CP2H2_CHICK
TRINITY_DN86834_c2_g4_i1 sp|P00182|CP2C3_RABIT
TRINITY_DN86834_c3_g1_i1 sp|P00178|CP2B4_RABIT
TRINITY_DN86803_c2_g1_i6 sp|Q6ZRR9|DCDC5_HUMAN
TRINITY_DN86833_c1_g1_i1 sp|Q2M389|WASC4_HUMAN
TRINITY_DN86843_c3_g3_i1 sp|Q92838|EDA_HUMAN
TRINITY_DN86841_c4_g1_i1 sp|P49696|SYVC_TAKRU
TRINITY_DN86841_c4_g2_i1 sp|P49696|SYVC_TAKRU
TRINITY_DN86842_c4_g2_i3 sp|P21127|CD11B_HUMAN
TRINITY_DN86823_c1_g1_i1 sp|O75581|LRP6_HUMAN
TRINITY_DN86823_c1_g2_i1 sp|O75581|LRP6_HUMAN
TRINITY_DN86809_c0_g1_i1 sp|Q99572|P2RX7_HUMAN
TRINITY_DN86809_c1_g1_i1 sp|P10730|ANPRC_BOVIN
